raw_relation,normalized_relation,count
USED_TO_ESTIMATE,USES_OR_APPLIES_TO,48
RESTRICTS,OTHER,48
PINS,OTHER,48
INVESTIGATED_USING,OBSERVES_OR_MEASURES,48
IS_RELATED_TO,CORRELATES_WITH,48
STABILIZED_BY,PROMOTES_OR_INCREASES,48
OBSERVED_BY,OBSERVES_OR_MEASURES,48
PRECIPITATES_AT,PRODUCES_OR_TRANSFORMS_TO,48
EDITED_BY,OTHER,48
CO_AUTHORED,PUBLICATION_METADATA,48
PROPOSES,OTHER,47
ENABLES_DEVELOPMENT_OF,PROMOTES_OR_INCREASES,47
INFORMS_DESIGN_OF,DESCRIBES_OR_DEFINES,47
CAN_FORM,PRODUCES_OR_TRANSFORMS_TO,47
EXTRACTED_FROM,OTHER,47
CALCULATED_FOR,MODELS_OR_PREDICTS,47
DIFFERS_IN,COMPARES_WITH,47
OUTPUTS,OTHER,47
INTERACT_WITH,INTERACTS_WITH,47
INSTANCE_OF,IS_A,47
CONNECTED_TO,CONNECTS_OR_FLOWS_TO,47
VARIES,OTHER,46
OBSERVED_WITH,OBSERVES_OR_MEASURES,46
OBTAINED_FROM,OTHER,46
IS_ASSOCIATED_WITH,IS_A,46
ESTABLISHES,OTHER,46
FORMED_FROM,PRODUCES_OR_TRANSFORMS_TO,46
SENSITIVE_TO,OTHER,46
CONVERTS_TO,OTHER,46
EXTENDS_TO,CONNECTS_OR_FLOWS_TO,46
ACCOMPANIED_BY,OTHER,46
PRESENTED_AT,LOCATED_OR_OCCURS_IN,46
STUDIED_FOR,OBSERVES_OR_MEASURES,45
CONTACTS,OTHER,45
HAS_ORIENTATION,HAS_OR_EXHIBITS,45
MANUFACTURED_AS,PROCESSED_OR_SUBJECTED_TO,45
PREDICT,MODELS_OR_PREDICTS,45
FORMED_ON,PRODUCES_OR_TRANSFORMS_TO,45
LOCATED_NEAR,LOCATED_OR_OCCURS_IN,45
ANALYZED_VIA,OBSERVES_OR_MEASURES,45
HAS_HIGHER_STRENGTH_THAN,HAS_OR_EXHIBITS,45
HAS_CHEMICAL_COMPOSITION,HAS_OR_EXHIBITS,45
EXTENDED_BY,CONNECTS_OR_FLOWS_TO,44
SHOW,OBSERVES_OR_MEASURES,44
UNDERLIES,OTHER,44
INPUTS,OTHER,44
SIMULATED_WITH,MODELS_OR_PREDICTS,44
STUDIED_VIA,OBSERVES_OR_MEASURES,44
RELATES,CORRELATES_WITH,44
TRIGGERS_FORMATION_OF,CAUSES_OR_CONTRIBUTES_TO,44
APPLIED_DURING,USES_OR_APPLIES_TO,44
SYNTHESIZED_BY,OTHER,44
OXIDIZES_TO,OTHER,44
MEASURED,OBSERVES_OR_MEASURES,44
IN_SAME_GROUP,OTHER,44
SUFFERS_FROM,OTHER,44
SOURCE_OF,OTHER,43
PARAMETERIZES,OTHER,43
ENABLES_MEASUREMENT_OF,PROMOTES_OR_INCREASES,43
USED_TO_EVALUATE,USES_OR_APPLIES_TO,43
BECOMES,OTHER,43
REINFORCES,OTHER,43
SUPPLIES,OTHER,43
DOCUMENTS,OTHER,43
INCLUDES_SUBTYPE,CONTAINS_OR_PART_OF,43
IS_SUITABLE_FOR,USES_OR_APPLIES_TO,43
IDENTIFIED_BY,OBSERVES_OR_MEASURES,42
CONFIRMED_BY,OBSERVES_OR_MEASURES,42
TESTED_BY,OBSERVES_OR_MEASURES,42
DOPED_WITH,PROCESSED_OR_SUBJECTED_TO,42
PROBES,OTHER,42
PREDICTED_BY,MODELS_OR_PREDICTS,42
REQUIRES_CONTROL_OF,AFFECTS_OR_INFLUENCES,42
DILUTED_TO_PREPARE,PROCESSED_OR_SUBJECTED_TO,42
FOCUSES_ON,USES_OR_APPLIES_TO,41
SATISFIES,OTHER,41
ASSESSED_BY,OTHER,41
ENABLES_STUDY_OF,PROMOTES_OR_INCREASES,41
IS_MEMBER_OF,OTHER,41
DETRIMENTAL_TO,OTHER,41
RECOMMENDED_FOR,OTHER,41
QUANTIFIED_BY,MODELS_OR_PREDICTS,40
RECOVERS,OTHER,40
IS_PROCESSED_BY,PROCESSED_OR_SUBJECTED_TO,40
PROMOTE,PROMOTES_OR_INCREASES,40
BOUNDED_BY,OTHER,40
IS_PARAMETER_OF,OTHER,40
PREPARED_USING,PROCESSED_OR_SUBJECTED_TO,40
HAS_FORM,HAS_OR_EXHIBITS,40
CHARACTERIZED_WITH,OBSERVES_OR_MEASURES,40
STUDIED_USING,OBSERVES_OR_MEASURES,40
MACHINED_BY,OTHER,39
ASSISTS,OTHER,39
SUBSTITUTES_IN,OTHER,39
EVALUATED_ON,OBSERVES_OR_MEASURES,39
CAUSES_INCREASE_IN,CAUSES_OR_CONTRIBUTES_TO,39
ENCOMPASSES,OTHER,39
EXACERBATES,OTHER,39
DISSOLVED_IN,PRODUCES_OR_TRANSFORMS_TO,39
IMPROVES_RESISTANCE_TO,PROMOTES_OR_INCREASES,39
IS_LOWER_THAN,OTHER,39
TESTED_FOR,OBSERVES_OR_MEASURES,39
CO-AUTHORED_WITH,PUBLICATION_METADATA,39
CATEGORIZED_WITH,OTHER,39
WELDS,OTHER,39
REPORTED_IN,OBSERVES_OR_MEASURES,38
PROPORTIONAL_TO,OTHER,38
LEAD_TO,CAUSES_OR_CONTRIBUTES_TO,38
DISTINGUISHED_FROM,OTHER,38
FORMS_INTERFACE_WITH,PRODUCES_OR_TRANSFORMS_TO,38
CONNECTS,CONNECTS_OR_FLOWS_TO,38
EVALUATED_AT,OBSERVES_OR_MEASURES,38
EVOLVES_DURING,PRODUCES_OR_TRANSFORMS_TO,38
PARTITIONS_INTO,CONTAINS_OR_PART_OF,38
ADOPTS,OTHER,38
USED_TO_CHARACTERIZE,USES_OR_APPLIES_TO,38
EXPOSES,PROCESSED_OR_SUBJECTED_TO,38
CONVERTED_TO,OTHER,38
COINCIDES_WITH,OTHER,38
REFERENCED_TO,PUBLICATION_METADATA,38
FAILS_BY,OTHER,38
NEGATIVELY_IMPACTS,AFFECTS_OR_INFLUENCES,38
LOCATED_ON,LOCATED_OR_OCCURS_IN,38
PROMOTES_GROWTH_OF,PROMOTES_OR_INCREASES,38
EXPANDS,OTHER,38
SHIFTS,OTHER,38
HAS_STATE,HAS_OR_EXHIBITS,38
ENRICHED_WITH,OTHER,38
HAS_CRYSTAL_PLANE,HAS_OR_EXHIBITS,38
CHARACTERIZE,OBSERVES_OR_MEASURES,37
HAS_ORIENTATION_RELATIONSHIP_WITH,HAS_OR_EXHIBITS,37
IS_SUBSET_OF,OTHER,37
IS,OTHER,37
DISSOLVES_INTO,PRODUCES_OR_TRANSFORMS_TO,37
FUNDS,PUBLICATION_METADATA,37
REVEAL,OBSERVES_OR_MEASURES,37
REPAIRS,OTHER,37
CAUSES_COARSENING_OF,CAUSES_OR_CONTRIBUTES_TO,37
MELTS,OTHER,37
SIMULATED_USING,MODELS_OR_PREDICTS,37
COMPARABLE_TO,OTHER,37
TREATED_BY,PROCESSED_OR_SUBJECTED_TO,37
IS_AFFECTED_BY,IS_A,37
HAS_CONDITION,HAS_OR_EXHIBITS,37
SAME_MATERIAL_DIFFERENT_CONDITION,COMPARES_WITH,37
ACCOMMODATES,OTHER,36
SUPPLEMENTS,OTHER,36
INVESTIGATED_WITH,OBSERVES_OR_MEASURES,36
IS_DISTINCT_FROM,OTHER,36
IMPROVE,PROMOTES_OR_INCREASES,36
REPORTED,OBSERVES_OR_MEASURES,36
CALIBRATED_WITH,OTHER,36
INDUCED_BY,CAUSES_OR_CONTRIBUTES_TO,36
SUPERIOR_TO,OTHER,36
DEGRADES_TO,REDUCES_OR_INHIBITS,36
CAN_UNDERGO,PROCESSED_OR_SUBJECTED_TO,36
POSITIVELY_CORRELATES_WITH,CORRELATES_WITH,35
SCALES_WITH,OTHER,35
PREFERS,OTHER,35
CUTS,OTHER,35
ENABLES_DESIGN_OF,PROMOTES_OR_INCREASES,35
EXHIBITED,HAS_OR_EXHIBITS,35
RESOLVES,OTHER,35
FEEDS_INTO,OTHER,35
SLOWS,OTHER,35
PERFORMED_USING,PRODUCES_OR_TRANSFORMS_TO,35
ARISES_FROM,OTHER,35
IDENTIFIED_AS,OBSERVES_OR_MEASURES,35
INCORPORATES_INTO,CONTAINS_OR_PART_OF,35
EMITS,OTHER,35
COMPLICATES,OTHER,35
RECEIVED_FUNDING_FROM,PUBLICATION_METADATA,35
RESEARCHES,OTHER,35
SAME_MATERIAL_DIFFERENT_TEMPERATURE,COMPARES_WITH,35
INFLUENCES_FORMATION_OF,AFFECTS_OR_INFLUENCES,34
CONSTRUCTS,OTHER,34
SUBJECT_OF,PROCESSED_OR_SUBJECTED_TO,34
RESPONDS_TO,OTHER,34
SYNERGIZES_WITH,OTHER,34
DERIVES_FROM,PROCESSED_OR_SUBJECTED_TO,34
UNAFFECTED_BY,AFFECTS_OR_INFLUENCES,34
INHIBITS_FORMATION_OF,REDUCES_OR_INHIBITS,34
NORMALIZED_BY,OTHER,34
PLOTTED_AGAINST,OTHER,34
INDICATE,OBSERVES_OR_MEASURES,34
CONTAINED_IN,CONTAINS_OR_PART_OF,34
EVALUATED_IN,OBSERVES_OR_MEASURES,34
IS_STRENGTHENED_BY,PROMOTES_OR_INCREASES,34
ANALYZED_FOR,OBSERVES_OR_MEASURES,34
HAS_ACTIVATION_ENERGY,HAS_OR_EXHIBITS,34
CAUSES_DISSOLUTION_OF,CAUSES_OR_CONTRIBUTES_TO,33
IS_COMPARED_TO,COMPARES_WITH,33
SEPARATED_BY,PRODUCES_OR_TRANSFORMS_TO,33
ENABLES_OBSERVATION_OF,PROMOTES_OR_INCREASES,33
VARIES_IN,OTHER,33
BLOCKS,OTHER,33
REACTS_TO_FORM,PRODUCES_OR_TRANSFORMS_TO,33
DIFFER_FROM,COMPARES_WITH,33
USED_TO_DEVELOP,USES_OR_APPLIES_TO,33
CO-OCCURS_WITH,LOCATED_OR_OCCURS_IN,32
EXIST_IN,OTHER,32
IMAGED_WITH,OTHER,32
MELTED_IN,OTHER,32
DIFFUSES_IN,USES_OR_APPLIES_TO,32
REMOVED_BY,OTHER,32
MEASURED_ON,OBSERVES_OR_MEASURES,32
FUNCTION_OF,OTHER,32
DEPLETES,OTHER,32
PUBLISHED,PUBLICATION_METADATA,32
DISSOCIATES_INTO,OTHER,32
EVOLVED_INTO,PRODUCES_OR_TRANSFORMS_TO,32
EMBRITTLES,OTHER,32
CITED_IN,OTHER,32
EXHIBITS_PRECIPITATION_OF,HAS_OR_EXHIBITS,32
IS_COMPARED_WITH,COMPARES_WITH,32
OPTIMIZED_BY,OTHER,32
CONDITION_FOR,OTHER,32
DEFINED_FOR,DESCRIBES_OR_DEFINES,32
SOLVES,OTHER,31
RECONSTRUCTS,OTHER,31
CONSTRAINED_BY,DEPENDS_ON_OR_REQUIRES,31
RECORDS,OTHER,31
FORMS_DURING,PRODUCES_OR_TRANSFORMS_TO,31
USED_TO_FABRICATE,USES_OR_APPLIES_TO,31
TESTED_VIA,OBSERVES_OR_MEASURES,31
DISCUSSES,OTHER,31
USED_TO_DERIVE,USES_OR_APPLIES_TO,31
TRANSFORMS_FROM,PRODUCES_OR_TRANSFORMS_TO,31
ORIENTED_ALONG,OTHER,31
MEASURED_USING,OBSERVES_OR_MEASURES,31
DISPERSED_IN,OTHER,31
USED_TO_TEST,USES_OR_APPLIES_TO,31
OCCURS_VIA,LOCATED_OR_OCCURS_IN,31
MODELED,MODELS_OR_PREDICTS,31
EXCEEDS_IN,COMPARES_WITH,31
IS_HIGHER_THAN,OTHER,31
IMMERSED_IN,OTHER,31
ANALYZED_IN,OBSERVES_OR_MEASURES,31
CLEANED_WITH,OTHER,31
IS_EXAMPLE_OF,OTHER,31
STANDARDIZES,OTHER,31
OPERATES,OTHER,31
USED_TO_MACHINE,USES_OR_APPLIES_TO,31
TESTED_AT_TEMPERATURE,OBSERVES_OR_MEASURES,31
ADDRESSED_BY,PROCESSED_OR_SUBJECTED_TO,30
DOCUMENTED_IN,OTHER,30
MOTIVATES,OTHER,30
CAUSES_DEGRADATION_OF,CAUSES_OR_CONTRIBUTES_TO,30
PROMOTES_NUCLEATION_OF,PROMOTES_OR_INCREASES,30
DOES_NOT_FORM,PRODUCES_OR_TRANSFORMS_TO,30
CORRELATES,CORRELATES_WITH,30
IS_APPLIED_TO,IS_A,30
DESIGNS,OTHER,30
ENABLES_FABRICATION_OF,PROMOTES_OR_INCREASES,30
SEGREGATES_IN,LOCATED_OR_OCCURS_IN,30
ALSO_KNOWN_AS,OTHER,30
RESTRAINS,OTHER,30
RESTORES,OTHER,30
FORMS_COMPLEX_WITH,PRODUCES_OR_TRANSFORMS_TO,30
DEPOSITED_BY,PRODUCES_OR_TRANSFORMS_TO,30
WELDED_BY,OTHER,30
BELONGS_TO_CATEGORY,CONTAINS_OR_PART_OF,30
ALLOTROPE_OF,OTHER,30
IS_SHOWN_IN,OBSERVES_OR_MEASURES,29
HAS_SIMILAR_COMPOSITION_TO,HAS_OR_EXHIBITS,29
INVERSELY_CORRELATES_WITH,CORRELATES_WITH,29
TUNES,OTHER,29
RELIES_ON,OTHER,29
OPPOSES,OTHER,29
IS_SMALLER_THAN,OTHER,29
SEE_ALSO,OTHER,29
NOT_OBSERVED_IN,OBSERVES_OR_MEASURES,29
MAY_USE,OTHER,29
IS_MORE_STABLE_THAN,OTHER,29
REDUCES_SIZE_OF,REDUCES_OR_INHIBITS,29
TESTED,OBSERVES_OR_MEASURES,29
SOURCED_FROM,OTHER,29
EXAMINED_WITH,OBSERVES_OR_MEASURES,29
APPLICABLE_TO,USES_OR_APPLIES_TO,29
HAS_SUBTYPE,HAS_OR_EXHIBITS,29
TOLERATES,OTHER,29
SCALED_BY,OTHER,28
DEFINE,DESCRIBES_OR_DEFINES,28
EXHIBITS_IMPROVED,HAS_OR_EXHIBITS,28
JOINED_BY,CONNECTS_OR_FLOWS_TO,28
MOUNTED_ON,OTHER,28
DEPOSITED_ONTO,PRODUCES_OR_TRANSFORMS_TO,28
CONSTITUTE,OTHER,28
EXAMINED_BY,OBSERVES_OR_MEASURES,28
PROCESSED_IN,PROCESSED_OR_SUBJECTED_TO,28
EXHIBITS_VARIATION_IN,HAS_OR_EXHIBITS,28
ATTRIBUTES_TO,OTHER,28
IS_INPUT_TO,OTHER,28
ENABLES_DETERMINATION_OF,PROMOTES_OR_INCREASES,28
IS_CHARACTERIZED_BY,OBSERVES_OR_MEASURES,28
VARIES_BY,OTHER,28
ASSIGNED_TO,OTHER,28
IS_COMPARABLE_TO,OTHER,28
DOMINATES_IN,AFFECTS_OR_INFLUENCES,28
NO_EFFECT_ON,NO_EFFECT_OR_EXCLUDES,28
NUCLEATES_ON,OTHER,28
DEVELOPED_FOR,PRODUCES_OR_TRANSFORMS_TO,28
CONTAINS_DATA_FOR,CONTAINS_OR_PART_OF,28
BOUNDS,OTHER,28
DEFORMED_AT,PRODUCES_OR_TRANSFORMS_TO,28
IS_SUSCEPTIBLE_TO,OTHER,27
CONSTITUENT_OF,OTHER,27
MIMICS,OTHER,27
SUBSTITUTES_FOR,OTHER,27
ELUCIDATES,OTHER,27
INCLUDES_EXAMPLE,CONTAINS_OR_PART_OF,27
RESISTS_CORROSION_IN,REDUCES_OR_INHIBITS,27
ENABLES_ANALYSIS_OF,PROMOTES_OR_INCREASES,27
MINIMALLY_AFFECTS,AFFECTS_OR_INFLUENCES,27
CONVERGES_TO,OTHER,27
ENABLES_ESTIMATION_OF,PROMOTES_OR_INCREASES,27
MEASURED_WITH,OBSERVES_OR_MEASURES,27
SHARES_PROPERTY_WITH,OTHER,27
PERFORMED_IN,PRODUCES_OR_TRANSFORMS_TO,27
EXPLORES,OTHER,27
CHALLENGES,OTHER,27
INCREASES_FRACTION_OF,PROMOTES_OR_INCREASES,27
FEEDS,OTHER,27
DEPOSITS_ON,PRODUCES_OR_TRANSFORMS_TO,27
TESTED_AS,OBSERVES_OR_MEASURES,27
PROTECTS_AGAINST,PROMOTES_OR_INCREASES,27
SPLITS_INTO,OTHER,27
SEPARATES_FROM,PRODUCES_OR_TRANSFORMS_TO,27
CO_AUTHOR_WITH,PUBLICATION_METADATA,27
HAS_AGED_CONDITION,HAS_OR_EXHIBITS,27
SAME_SOIL_DIFFERENT_ALLOY,COMPARES_WITH,27
PEAKS_AT,OTHER,26
ABSORBS,OTHER,26
FACILITATE,PROMOTES_OR_INCREASES,26
RESULT_OF,CAUSES_OR_CONTRIBUTES_TO,26
EXECUTES,OTHER,26
GENERALIZES,OTHER,26
HAS_MINIMAL_EFFECT_ON,HAS_OR_EXHIBITS,26
ACCOMPANIES,OTHER,26
OBSERVED_DURING,OBSERVES_OR_MEASURES,26
CAUSES_CHANGE_IN,CAUSES_OR_CONTRIBUTES_TO,26
PARAMETERIZED_BY,OTHER,26
COUPLES_WITH,OTHER,26
OXIDIZES,OTHER,26
GROWN_ON,OTHER,26
DISTRIBUTES_IN,LOCATED_OR_OCCURS_IN,26
SAME_CATEGORY,OTHER,26
DESTABILIZES,PROMOTES_OR_INCREASES,26
CLASSIFIED_BY,OTHER,26
PLACED_IN,OTHER,26
COMPATIBLE_WITH,OTHER,26
INVOLVE,CONTAINS_OR_PART_OF,26
APPLY_TO,OTHER,25
MODELED_AS,MODELS_OR_PREDICTS,25
SIMULATED,MODELS_OR_PREDICTS,25
USED_TO_IDENTIFY,USES_OR_APPLIES_TO,25
REQUIRES_CONSIDERATION_OF,DEPENDS_ON_OR_REQUIRES,25
REACHES,OTHER,25
ATTRACTS,OTHER,25
TREATS,PROCESSED_OR_SUBJECTED_TO,25
IMPROVES_OVER,PROMOTES_OR_INCREASES,25
OVERCOMES,OTHER,25
OBSERVED_UNDER,OBSERVES_OR_MEASURES,25
SAME_ELEMENT_DIFFERENT_OXIDATION_STATE,CONTAINS_OR_PART_OF,25
POWERS,OTHER,25
OVERLAPS_WITH,OTHER,25
INCREASES_TO,PROMOTES_OR_INCREASES,25
DETECTED_BY,OBSERVES_OR_MEASURES,25
DEPLETED_IN,OTHER,25
ORIENTS,OTHER,25
CONTAINS_PRECIPITATE,CONTAINS_OR_PART_OF,25
EXHIBITS_RESISTANCE_TO,HAS_OR_EXHIBITS,25
INTEGRATED_INTO,OTHER,25
EXHIBITS_SUPERIOR,HAS_OR_EXHIBITS,24
INTENSIFIES,OTHER,24
EXHIBITS_BEHAVIOR_IN,HAS_OR_EXHIBITS,24
REPRESENTED_AS,DESCRIBES_OR_DEFINES,24
POLISHED_WITH,OTHER,24
REPRESENT,DESCRIBES_OR_DEFINES,24
OMITS,OTHER,24
ACCUMULATES_IN,OTHER,24
HOMOGENIZES,OTHER,24
MODEL,MODELS_OR_PREDICTS,24
PENETRATES,OTHER,24
NUCLEATES_IN,OTHER,24
BELONG_TO,CONTAINS_OR_PART_OF,24
OCCURS_ALONG,LOCATED_OR_OCCURS_IN,24
DOES_NOT_INFLUENCE,AFFECTS_OR_INFLUENCES,24
MAPS,OTHER,24
USED_TO_MANUFACTURE,USES_OR_APPLIES_TO,24
IS_CONTROLLED_BY,AFFECTS_OR_INFLUENCES,24
COMPARE_WITH,COMPARES_WITH,24
VALIDATED_WITH,MODELS_OR_PREDICTS,24
REFERENCED_BY,PUBLICATION_METADATA,24
RESIDES_IN,OTHER,24
LOSES,OTHER,24
FILLS,OTHER,24
PROPERTY_OF,OTHER,24
CAUSES_GROWTH_OF,CAUSES_OR_CONTRIBUTES_TO,24
CONTAINS_MORE,CONTAINS_OR_PART_OF,24
REDUCED_BY,REDUCES_OR_INHIBITS,24
HAS_TYPE,HAS_OR_EXHIBITS,24
POURED_INTO,OTHER,24
PROTECTED_BY,PROMOTES_OR_INCREASES,24
CONTAMINATES,OTHER,24
HAS_BASE_ELEMENT,CONTAINS_OR_PART_OF,24
USED_IN_DEFINITION_OF,USES_OR_APPLIES_TO,24
SAME_WIRE_SIZE_DIFFERENT_STRANDING,COMPARES_WITH,24
NEXT_CONVERSION_ENTRY,OTHER,24
IS_HIGHER_IN,OTHER,23
INVERSELY_PROPORTIONAL_TO,OTHER,23
IS_REPRESENTED_BY,DESCRIBES_OR_DEFINES,23
MOTIVATES_DEVELOPMENT_OF,PRODUCES_OR_TRANSFORMS_TO,23
IS_PHASE_OF,HAS_OR_EXHIBITS,23
PRECIPITATES_FROM,PRODUCES_OR_TRANSFORMS_TO,23
DEMONSTRATED,OBSERVES_OR_MEASURES,23
TRAINS,OTHER,23
EXPRESSED_AS,OTHER,23
ENABLES_IDENTIFICATION_OF,PROMOTES_OR_INCREASES,23
IDENTIFY,OBSERVES_OR_MEASURES,23
APPLIED_AT,USES_OR_APPLIES_TO,23
CORRODES,OTHER,23
ALLEVIATES,OTHER,23
HAS_PHASE,HAS_OR_EXHIBITS,23
EXHIBITS_LESS,HAS_OR_EXHIBITS,23
FORM_IN,PRODUCES_OR_TRANSFORMS_TO,23
OCCUR_AT,LOCATED_OR_OCCURS_IN,23
TRANSITIONS_FROM,PRODUCES_OR_TRANSFORMS_TO,23
ACCELERATES_FORMATION_OF,PROMOTES_OR_INCREASES,23
LOCATED_BETWEEN,LOCATED_OR_OCCURS_IN,23
OVERESTIMATES,MODELS_OR_PREDICTS,23
SIMULATED_BY,MODELS_OR_PREDICTS,23
USED_ALONGSIDE,USES_OR_APPLIES_TO,23
PREFERRED_OVER,OTHER,23
SUMMARIZES,OTHER,23
IS_PROPERTY_OF,OTHER,23
DECOMPOSES,CONTAINS_OR_PART_OF,23
PREPARED_FROM,PROCESSED_OR_SUBJECTED_TO,23
HIGHLIGHTS,OTHER,23
HAS_SIMILAR,HAS_OR_EXHIBITS,23
SUPPLIED_BY,OTHER,23
EVALUATED,OBSERVES_OR_MEASURES,23
DOES_NOT_INTERFERE_WITH,REDUCES_OR_INHIBITS,23
HEATS,OTHER,23
PUBLISHES,PUBLICATION_METADATA,23
ALLotropic_FORM_OF,PRODUCES_OR_TRANSFORMS_TO,23
MACHINED_WITH,OTHER,23
SAME_ALLOY_DIFFERENT_TEMPER,COMPARES_WITH,23
ASSESS,OTHER,22
EXHIBITS_INCREASE_IN,HAS_OR_EXHIBITS,22
ASSOCIATES_WITH,CORRELATES_WITH,22
OBSTRUCTS,OTHER,22
IS_PRESENT_IN,LOCATED_OR_OCCURS_IN,22
ENABLES_CREATION_OF,PROMOTES_OR_INCREASES,22
SELECTS,OTHER,22
BINDS,OTHER,22
EXTENDED_TO,CONNECTS_OR_FLOWS_TO,22
SHOWS_NO,OBSERVES_OR_MEASURES,22
EVALUATED_AGAINST,OBSERVES_OR_MEASURES,22
USED_TO_EXAMINE,USES_OR_APPLIES_TO,22
CORRECTS,OTHER,22
UTILIZE,USES_OR_APPLIES_TO,22
COATED_ON,PROCESSED_OR_SUBJECTED_TO,22
IMPAIRS,OTHER,22
IS_BASED_ON,DEPENDS_ON_OR_REQUIRES,22
AMPLIFIES,OTHER,22
RELATE_TO,CORRELATES_WITH,22
ALLOWS,OTHER,22
VERIFIED_BY,OTHER,22
TRANSFORMED_INTO,PRODUCES_OR_TRANSFORMS_TO,22
HAS_COMPOSITION,HAS_OR_EXHIBITS,22
HAS_COMPONENT,CONTAINS_OR_PART_OF,22
DOES_NOT_CONTAIN,CONTAINS_OR_PART_OF,22
SHARES,OTHER,22
FORMS_PART_OF,CONTAINS_OR_PART_OF,22
COMPLIES_WITH_STANDARD,OTHER,22
OPTIMIZED_FOR,OTHER,22
DESTROYS,OTHER,22
LOWER_THAN,OTHER,22
FORMS_OXIDE,PRODUCES_OR_TRANSFORMS_TO,22
RESEMBLE,COMPARES_WITH,22
EVALUATED_VIA,OBSERVES_OR_MEASURES,22
BONDED_WITH,OTHER,22
STUDIED_AT,OBSERVES_OR_MEASURES,22
LISTS,OTHER,22
INCLUDES_REFERENCE,PUBLICATION_METADATA,22
CAN_BE_JOINED_BY,CONNECTS_OR_FLOWS_TO,22
DISSOLVED_WITH,PRODUCES_OR_TRANSFORMS_TO,22
HAS_HEAT_TREATMENT_CONDITION,HAS_OR_EXHIBITS,22
IS_MACHINED_BY,OTHER,22
BRAZES,OTHER,22
CAUSES_CORROSION_IN,CAUSES_OR_CONTRIBUTES_TO,22
ENABLES_DIFFUSION_OF,PROMOTES_OR_INCREASES,21
IMPLEMENTED_WITH,PROCESSED_OR_SUBJECTED_TO,21
HINDER,REDUCES_OR_INHIBITS,21
SIMULATE,MODELS_OR_PREDICTS,21
COMPUTED_USING,MODELS_OR_PREDICTS,21
SELECTED_FOR,OTHER,21
ENABLES_CONTROL_OF,AFFECTS_OR_INFLUENCES,21
SEGREGATES_AT,LOCATED_OR_OCCURS_IN,21
CORROBORATES,OTHER,21
BALANCES,OTHER,21
FAILS_VIA,OTHER,21
DICTATES,OTHER,21
HINDERED_BY,REDUCES_OR_INHIBITS,21
OCCURS_NEAR,LOCATED_OR_OCCURS_IN,21
SETS,OTHER,21
TRANSFORM_INTO,PRODUCES_OR_TRANSFORMS_TO,21
USED_TO_PREDICT,USES_OR_APPLIES_TO,21
INCREASES_SUSCEPTIBILITY_TO,PROMOTES_OR_INCREASES,21
INHIBIT,REDUCES_OR_INHIBITS,21
MODIFY,AFFECTS_OR_INFLUENCES,21
FITTED_WITH,OTHER,21
MODELED_WITH,MODELS_OR_PREDICTS,21
OPERATES_ON,OTHER,21
INCREASES_SIZE_OF,PROMOTES_OR_INCREASES,21
APPLIED_BY,USES_OR_APPLIES_TO,21
CAN_HAVE,OTHER,21
TESTED_USING,OBSERVES_OR_MEASURES,21
PARTICIPATES_IN_FORMING,CONTAINS_OR_PART_OF,21
CAUSES_DAMAGE_TO,CAUSES_OR_CONTRIBUTES_TO,21
MIGRATES_TO,OTHER,21
DEPOSITED_USING,PRODUCES_OR_TRANSFORMS_TO,21
CALCULATED_BY,MODELS_OR_PREDICTS,21
PRONE_TO,OTHER,21
HAS_VOLUME_FRACTION,HAS_OR_EXHIBITS,21
GUIDES_DESIGN_OF,DESCRIBES_OR_DEFINES,21
INTRODUCED,PRODUCES_OR_TRANSFORMS_TO,21
USED_TO_ESTABLISH,USES_OR_APPLIES_TO,21
IS_SUBJECT_TO,PROCESSED_OR_SUBJECTED_TO,21
FOLLOW,TEMPORAL_ORDER,21
HAS_LOWER_CORROSION_RESISTANCE_THAN,HAS_OR_EXHIBITS,21
CAST_USING,OTHER,21
BELONGS_TO_SHRINKAGE_CATEGORY,CONTAINS_OR_PART_OF,21
IS_CLOSE_TO,OTHER,20
TRAPS,OTHER,20
SCALES,OTHER,20
LOCALIZES,OTHER,20
IS_INDEPENDENT_OF,DEPENDS_ON_OR_REQUIRES,20
IS_INFLUENCED_BY,AFFECTS_OR_INFLUENCES,20
SHOWN_IN,OBSERVES_OR_MEASURES,20
USES_AS_INPUT,USES_OR_APPLIES_TO,20
ADVERSELY_AFFECTS,AFFECTS_OR_INFLUENCES,20
INCREASES_IN,PROMOTES_OR_INCREASES,20
REINFORCED_BY,OTHER,20
USED_TO_SIMULATE,USES_OR_APPLIES_TO,20
EXHIBITS_REDUCED,HAS_OR_EXHIBITS,20
HAS_FEATURE,HAS_OR_EXHIBITS,20
FABRICATED_FROM,PROCESSED_OR_SUBJECTED_TO,20
DEGRADE,REDUCES_OR_INHIBITS,20
LISTED_IN,OTHER,20
DISPLAYED_IN,HAS_OR_EXHIBITS,20
ACTIVATED_IN,PROMOTES_OR_INCREASES,20
MEDIATED_BY,OTHER,20
DISCOVERED,OTHER,20
HEALS,OTHER,20
CO-AUTHOR_OF,PUBLICATION_METADATA,20
CONDUCTED_UNDER,OTHER,20
VIOLATES,OTHER,20
COUPLES,OTHER,20
GROWS_INTO,OTHER,20
SHORTENS,OTHER,20
SURPASSES,OTHER,20
PRESENTS,LOCATED_OR_OCCURS_IN,20
IMAGED_BY,OTHER,20
